Domanda,Risposte
disclaimer,Accetto
annonascita,1995
sesso,F
regione,Valle d'Aosta
cdl,LT
annocorso,F
nomecorso,storia e tutela dei beni archeologici
ateneo,firenze
anniuso,12
anniinternet,10
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,N
espertouniversita,N
problemi,S
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,medio
comunicazione,medio
risoluzioneproblemi,medio
sicurezza,avanzato
file_rar,archivio compresso
creazione_pdf,salvo da word
markup,html,xml
hardware,hard disk
duckduckgo,Non so
siti_affidabili,ansa,treccani
https,unicredit
allinurl,Non so
social_network,opzioni privacy
password,stessa password,cambio password
phishing,controllo indirizzo
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

