Domanda,Risposte
disclaimer,
annonascita,1993
sesso,F
regione,Lombardia
cdl,LT
annocorso,1
nomecorso,beni culturali
ateneo,milano
anniuso,14
anniinternet,12
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,N
espertouniversita,N
problemi,N
competenza,sufficiente
elaborazioneinformazioni,medio
creazionecontenuti,nessuno
comunicazione,medio
risoluzioneproblemi,base
sicurezza,base
file_rar,Non so
creazione_pdf,Adobe Reader
markup,Non so
hardware,Non so
duckduckgo,Non so
siti_affidabili,ansa,corrieredellasera,treccani
https,googlemail,unicredit
allinurl,Non so
social_network,opzioni privacy
password,cambio password
phishing,controllo indirizzo,apro link
google,siti,non indicizzati
inviocartella,google drive
collaborazione,google docs,pendrive
spyware,modalita provvisoria

