Domanda,Risposte
disclaimer,Accetto
annonascita,1999
sesso,F
regione,Campania
cdl,LT
annocorso,1
nomecorso,lettere moderne
ateneo,napoli
anniuso,10
anniinternet,8
interesse,S
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago
altroattivita,
sostituzionehardware,S
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,medio
risoluzioneproblemi,medio
sicurezza,medio
file_rar,Non so
creazione_pdf,salvo da word
markup,excel
hardware,hard disk
duckduckgo,Non so
siti_affidabili,ansa,retenews24,treccani
https,googlemail,unicredit
allinurl,Non so
social_network,opzioni privacy
password,cambio password
phishing,controllo indirizzo
google,tutto
inviocartella,google drive
collaborazione,google docs,pendrive
spyware,tecnico,antimalware

