Domanda,Risposte
disclaimer,
annonascita,1999
sesso,F
regione,Friuli Venezia Giulia
cdl,LT
annocorso,1
nomecorso,lingue e letterature straniere
ateneo,trieste
anniuso,11
anniinternet,9
interesse,S
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,S
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,avanzato
risoluzioneproblemi,medio
sicurezza,medio
file_rar,Non so
creazione_pdf,Adobe Reader
markup,jpeg
hardware,Non so
duckduckgo,Non so
siti_affidabili,fattoquotidaino,corrieredellasera,treccani
https,units,googlemail,unicredit
allinurl,dark web
social_network,opzioni privacy
password,stessa password
phishing,controllo indirizzo
google,tutto
inviocartella,google drive
collaborazione,google docs
spyware,Non so

