Domanda,Risposte
disclaimer,Accetto
annonascita,1997
sesso,F
regione,Sardegna
cdl,LT
annocorso,3
nomecorso,lettere
ateneo,cagliari
anniuso,12
anniinternet,10
interesse,S
computerpersonale,S
os,MacOS
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,S
espertoliceo,S
espertouniversita,S
problemi,S
competenza,ottima
elaborazioneinformazioni,avanzato
creazionecontenuti,avanzato
comunicazione,medio
risoluzioneproblemi,medio
sicurezza,medio

