Domanda,Risposte
disclaimer,Accetto
annonascita,1996
sesso,F
regione,Friuli Venezia Giulia
cdl,LT
annocorso,3
nomecorso,lettere - italianistica
ateneo,udine
anniuso,12
anniinternet,12
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,N
espertouniversita,S
problemi,S
competenza,sufficiente
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,avanzato
risoluzioneproblemi,base
sicurezza,medio
file_rar,Non so
creazione_pdf,salvo da word,Adobe Reader
markup,html
hardware,hard disk,stampante
duckduckgo,Non so
siti_affidabili,ansa,corrieredellasera,treccani
https,units
allinurl,Non so
social_network,opzioni privacy
password,stessa password
phishing,cestino
google,tutto,siti
inviocartella,vari messaggi email,google drive
collaborazione,via email,google docs
spyware,antimalware

