Domanda,Risposte
disclaimer,
annonascita,1988
sesso,F
regione,Piemonte
cdl,LT
annocorso,3
nomecorso,lettere
ateneo,vercelli
anniuso,10
anniinternet,10
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,S
corsoit,N
ecdl,S
espertoliceo,N
espertouniversita,N
problemi,S
competenza,buona
elaborazioneinformazioni,base
creazionecontenuti,base
comunicazione,avanzato
risoluzioneproblemi,base
sicurezza,medio
file_rar,Non so
creazione_pdf,salvo da word
markup,Non so
hardware,Non so
duckduckgo,Non so
siti_affidabili,wikipedia
https,unicredit
allinurl,Non so
social_network,opzioni privacy
password,scrivo le password
phishing,controllo indirizzo
google,tutto,siti,non indicizzati,illegali
inviocartella,google drive
collaborazione,via email,google docs,pendrive
spyware,altro browser

