Domanda,Risposte
disclaimer,
annonascita,1997
sesso,F
regione,Veneto
cdl,LT
annocorso,3
nomecorso,filosofia e scienze umane
ateneo,venezia
anniuso,15
anniinternet,13
interesse,S
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,S
espertoliceo,S
espertouniversita,S
problemi,S
competenza,scarsa
elaborazioneinformazioni,avanzato
creazionecontenuti,medio
comunicazione,base
risoluzioneproblemi,medio
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,salvo da word
markup,html,xml
hardware,Non so
duckduckgo,Non so
siti_affidabili,wikipedia,treccani
https,googlemail,unicredit
allinurl,Non so
social_network,opzioni privacy
password,cambio password
phishing,controllo indirizzo,apro link
google,siti
inviocartella,google drive
collaborazione,wordpress
spyware,antimalware

