Domanda,Risposte
disclaimer,accetto
annonascita,1993
sesso,F
regione,Veneto
cdl,LT
annocorso,1
nomecorso,lettere
ateneo,verona
anniuso,13
anniinternet,11
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,S
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,N
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,base
sicurezza,base
file_rar,archivio compresso
creazione_pdf,salvo da word
markup,Non so
hardware,Non so
duckduckgo,Non so
siti_affidabili,ansa,corrieredellasera,treccani
https,unicredit
allinurl,Non so
social_network,opzioni privacy
password,stessa password,nessuna
phishing,cestino
google,siti
inviocartella,google drive
collaborazione,google docs
spyware,tecnico

