Domanda,Risposte
disclaimer,
annonascita,1993
sesso,F
regione,Piemonte
cdl,LM
annocorso,2
nomecorso,comunicazione e culture dei media
ateneo,torino
anniuso,19
anniinternet,12
interesse,N
computerpersonale,N
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,N
espertouniversita,N
problemi,N
competenza,insufficiente
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,avanzato
risoluzioneproblemi,base
sicurezza,medio

