Domanda,Risposte
disclaimer,
annonascita,1993
sesso,F
regione,Abruzzo
cdl,LT
annocorso,F
nomecorso,lettere moderne
ateneo,laquila
anniuso,10
anniinternet,10
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,N
competenza,insufficiente
elaborazioneinformazioni,medio
creazionecontenuti,nessuno
comunicazione,base
risoluzioneproblemi,nessuno
sicurezza,nessuno
file_rar,Non so
creazione_pdf,Adobe Reader
markup,Non so
hardware,hard disk,sistema operativo
duckduckgo,Non so
siti_affidabili,ansa,treccani
https,Non so
allinurl,Non so
social_network,tutto pubblico
password,stessa password
phishing,apro link
google,tutto
inviocartella,Non so
collaborazione,via email
spyware,tecnico

