Domanda,Risposte
disclaimer,Accetto
annonascita,1999
sesso,F
regione,Toscana
cdl,LT
annocorso,1
nomecorso,comunicazione interlinguistica applicata
ateneo,trieste
anniuso,8
anniinternet,6
interesse,N
computerpersonale,N
os,nocomputer
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,S
competenza,insufficiente
elaborazioneinformazioni,medio
creazionecontenuti,nessuno
comunicazione,medio
risoluzioneproblemi,base
sicurezza,base
file_rar,Non so
creazione_pdf,Non so
markup,Non so
hardware,hard disk,stampante,cavo hdmi
duckduckgo,Non so
siti_affidabili,corrieredellasera,retenews24,treccani
https,units,googlemail,unicredit
allinurl,Non so
social_network,opzioni privacy
password,stessa password
phishing,controllo indirizzo
google,siti
inviocartella,Non so
collaborazione,pendrive
spyware,tecnico

