Domanda,Risposte
disclaimer,Accetto
annonascita,1997
sesso,F
regione,Emilia Romagna
cdl,LT
annocorso,3
nomecorso,lettere
ateneo,bologna
anniuso,15
anniinternet,10
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,S
competenza,sufficiente
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,base
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,ocr
markup,html,xml
hardware,hard disk,stampante,supporti SSD,cavo hdmi
duckduckgo,motorericerca
siti_affidabili,ansa,corrieredellasera,treccani
https,pornhub,musicagratis,unicredit
allinurl,non esiste
social_network,opzioni privacy
password,scrivo le password
phishing,controllo indirizzo
google,siti,illegali
inviocartella,google drive
collaborazione,via email,google docs
spyware,antimalware

