Domanda,Risposte
disclaimer,Accetto
annonascita,1996
sesso,F
regione,Emilia Romagna
cdl,LM
annocorso,1
nomecorso,italianistica
ateneo,bologna
anniuso,12
anniinternet,8
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,S
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,medio
risoluzioneproblemi,base
sicurezza,base
file_rar,archivio compresso
creazione_pdf,salvo da word
markup,xml
hardware,hard disk
duckduckgo,Non so
siti_affidabili,corrieredellasera,treccani
https,unicredit
allinurl,Non so
social_network,Non so
password,stessa password
phishing,cestino
google,tutto
inviocartella,google drive
collaborazione,via email
spyware,antimalware

