Domanda,Risposte
disclaimer,
annonascita,1994
sesso,F
regione,Puglia
cdl,LT
annocorso,F
nomecorso,lettere e beni culturali
ateneo,foggia
anniuso,12
anniinternet,9
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,N
espertouniversita,N
problemi,N
competenza,sufficiente
elaborazioneinformazioni,base
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,base
sicurezza,base

