Domanda,Risposte
disclaimer,
annonascita,1999
sesso,F
regione,Veneto
cdl,LT
annocorso,1
nomecorso,lettere
ateneo,verona
anniuso,12
anniinternet,10
interesse,N
computerpersonale,N
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,S
competenza,scarsa
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,base
sicurezza,base
file_rar,Non so
creazione_pdf,salvo da word
hardware,sistema operativo
duckduckgo,Non so
siti_affidabili,fattoquotidaino,corrieredellasera,treccani
https,unicredit
allinurl,Non so
social_network,opzioni privacy
password,scrivo le password
phishing,apro link
google,siti
inviocartella,google drive
collaborazione,pendrive
spyware,antimalware

