Domanda,Risposte
disclaimer,Accetto
annonascita,1995
sesso,F
regione,Piemonte
cdl,LT
annocorso,3
nomecorso,lingue straniere moderne
ateneo,vercelli
anniuso,19
anniinternet,15
interesse,S
computerpersonale,S
os,Windows
altroos,
dispositivo,Tablet
altrodispositivo,
attivita,Studio,Svago
altroattivita,
sostituzionehardware,S
corsoit,S
ecdl,S
espertoliceo,S
espertouniversita,S
problemi,S
competenza,buona
elaborazioneinformazioni,avanzato
creazionecontenuti,avanzato
comunicazione,avanzato
risoluzioneproblemi,avanzato
sicurezza,avanzato

