Domanda,Risposte
disclaimer,
annonascita,1995
sesso,F
regione,Piemonte
cdl,LT
annocorso,3
nomecorso,lingue straniere moderne
ateneo,vercelli
anniuso,
anniinternet,7
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,S
espertoliceo,S
espertouniversita,S
problemi,S
competenza,sufficiente
elaborazioneinformazioni,medio
creazionecontenuti,medio
comunicazione,medio
risoluzioneproblemi,medio
sicurezza,base

