Domanda,Risposte
disclaimer,
annonascita,1999
sesso,F
regione,Toscana
cdl,LT
annocorso,1
nomecorso,lettere moderne
ateneo,firenze
anniuso,9
anniinternet,9
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago,Comunicazione,Altro
altroattivita,Informazione, lettura
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,scarsa
elaborazioneinformazioni,medio
creazionecontenuti,medio
comunicazione,medio
risoluzioneproblemi,base
sicurezza,base
file_rar,Non so
creazione_pdf,salvo da word,Adobe Reader
markup,javascript,html,jpeg
hardware,Non so
duckduckgo,Non so
siti_affidabili,ansa,treccani
https,unicredit
allinurl,Non so
social_network,tutto pubblico,opzioni privacy
password,cambio password,scrivo le password
phishing,controllo indirizzo,cestino
google,siti
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

