Domanda,Risposte
disclaimer,ACCETTO
annonascita,1997
sesso,F
regione,Veneto
cdl,LT
annocorso,3
nomecorso,filosofia
ateneo,milano
anniuso,10
anniinternet,7
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro
altroattivita,
sostituzionehardware,S
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,S
competenza,scarsa
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,medio
risoluzioneproblemi,base
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,ocr
markup,Non so
hardware,sistema operativo
duckduckgo,virus
siti_affidabili,ansa,treccani
https,units,googlemail
allinurl,Non so
social_network,opzioni privacy
password,cambio password
phishing,controllo indirizzo
google,tutto
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

