Domanda,Risposte
disclaimer,
annonascita,1993
sesso,F
regione,Lombardia
cdl,LM
annocorso,2
nomecorso,editoria
ateneo,milano
anniuso,9
anniinternet,9
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,N
espertouniversita,N
problemi,N
competenza,scarsa
elaborazioneinformazioni,base
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,base
sicurezza,medio
file_rar,Non so
creazione_pdf,Adobe Reader
markup,html,xml
hardware,sistema operativo,stampante,cavo hdmi
duckduckgo,Non so
siti_affidabili,fattoquotidaino,ansa,corrieredellasera,retenews24,treccani
https,Non so
allinurl,Non so
social_network,opzioni privacy
password,cambio password
phishing,controllo indirizzo
google,siti
inviocartella,vari messaggi email
collaborazione,via email,pendrive
spyware,antimalware

