Domanda,Risposte
disclaimer,
annonascita,1999
sesso,F
regione,Campania
cdl,LT
annocorso,1
nomecorso,mediazione linguistica interculturale
ateneo,bologna
anniuso,10
anniinternet,10
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,buona
elaborazioneinformazioni,avanzato
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,nessuno
sicurezza,medio
file_rar,Non so
creazione_pdf,salvo da word
markup,Non so
hardware,Non so
duckduckgo,Non so
siti_affidabili,fattoquotidaino,corrieredellasera,retenews24,treccani
https,unicredit
allinurl,Non so
social_network,opzioni privacy
password,scrivo le password
phishing,Non so
google,tutto
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

