Domanda,Risposte
disclaimer,
annonascita,1999
sesso,F
regione,Veneto
cdl,LT
annocorso,1
nomecorso,comunicazione interlinguistica applicata
ateneo,trieste
anniuso,6
anniinternet,6
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,N
espertouniversita,N
problemi,N
competenza,sufficiente
elaborazioneinformazioni,avanzato
creazionecontenuti,base
comunicazione,avanzato
risoluzioneproblemi,medio
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,salvo da word,Adobe Reader
markup,html,xml,jpeg
hardware,hard disk,stampante,supporti SSD,cavo hdmi
duckduckgo,Non so
siti_affidabili,treccani
https,unicredit
allinurl,Non so
social_network,opzioni privacy
password,cambio password,scrivo le password
phishing,controllo indirizzo
google,siti,non indicizzati
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

