Domanda,Risposte
disclaimer,
annonascita,1996
sesso,F
regione,Emilia Romagna
cdl,LM
annocorso,1
nomecorso,lm in interpretazione
ateneo,bologna
anniuso,12
anniinternet,10
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,N
competenza,scarsa
elaborazioneinformazioni,base
creazionecontenuti,medio
comunicazione,avanzato
risoluzioneproblemi,base
sicurezza,medio
file_rar,Non so
creazione_pdf,salvo da word
markup,html,xml,jpeg
hardware,hard disk,supporti SSD,cavo hdmi
duckduckgo,Non so
siti_affidabili,ansa,corrieredellasera,treccani
https,Non so
allinurl,Non so
social_network,opzioni privacy
password,stessa password
phishing,controllo indirizzo
google,Non so
inviocartella,google drive
collaborazione,via email,google docs
spyware,google

