Domanda,Risposte
disclaimer,
annonascita,1995
sesso,F
regione,Piemonte
cdl,LM
annocorso,1
nomecorso,filologia
ateneo,torino
anniuso,7
anniinternet,7
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,S
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,medio
comunicazione,medio
risoluzioneproblemi,medio
sicurezza,medio
file_rar,archivio compresso
creazione_pdf,salvo da word
markup,html,xml,latex
hardware,hard disk,sistema operativo,supporti SSD
duckduckgo,Non so
siti_affidabili,fattoquotidaino,ansa,treccani
https,googlemail,unicredit
allinurl,Non so
social_network,opzioni privacy
password,cambio password
phishing,controllo indirizzo
google,siti
inviocartella,google drive
collaborazione,google docs
spyware,antimalware

