Domanda,Risposte
disclaimer,
annonascita,1999
sesso,F
regione,Sicilia
cdl,LT
annocorso,1
nomecorso,lettere moderne
ateneo,palermo
anniuso,9
anniinternet,9
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,S
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,medio
comunicazione,medio
risoluzioneproblemi,base
sicurezza,medio

