Domanda,Risposte
disclaimer,
annonascita,1999
sesso,M
regione,Puglia
cdl,LT
annocorso,2
nomecorso,lettere
ateneo,padova
anniuso,15
anniinternet,15
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,ottima
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,avanzato
risoluzioneproblemi,medio
sicurezza,medio
file_rar,archivio compresso,installer
creazione_pdf,salvo da word
markup,Non so
hardware,Non so
duckduckgo,Non so
siti_affidabili,ansa,corrieredellasera,treccani
https,units,googlemail,unicredit
allinurl,Non so
social_network,opzioni privacy
password,stessa password,cambio password
phishing,controllo indirizzo,cestino
google,tutto,siti,illegali
inviocartella,vari messaggi email,google drive
collaborazione,via email,google docs
spyware,antimalware,google

