Domanda,Risposte
disclaimer,
annonascita,1997
sesso,F
regione,Campania
cdl,LT
annocorso,3
nomecorso,lingue e letterature straniere
ateneo,trieste
anniuso,14
anniinternet,7
interesse,S
computerpersonale,S
os,Windows
altroos,
dispositivo,Tablet
altrodispositivo,
attivita,Studio,Svago
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,scarsa
elaborazioneinformazioni,tutto
creazionecontenuti,base
comunicazione,medio
risoluzioneproblemi,medio
sicurezza,base
file_rar,archivio compresso
creazione_pdf,salvo da word
markup,Non so
hardware,sistema operativo,browser,indirizzo IP
duckduckgo,Non so
siti_affidabili,fattoquotidaino,ansa,corrieredellasera,retenews24,treccani
https,units
allinurl,Non so
social_network,opzioni privacy
password,stessa password
phishing,controllo indirizzo,cestino
google,siti
inviocartella,google drive
collaborazione,google docs
spyware,formatto,tecnico,antimalware

