Domanda,Risposte
disclaimer,
annonascita,1998
sesso,F
regione,Puglia
cdl,LT
annocorso,2
nomecorso,lettere classiche
ateneo,salento
anniuso,10
anniinternet,8
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,S
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,avanzato
risoluzioneproblemi,base
sicurezza,medio
file_rar,Non so
creazione_pdf,Adobe Reader
markup,Non so
hardware,Non so
siti_affidabili,fattoquotidaino,ansa,corrieredellasera,treccani
https,googlemail,unicredit
allinurl,dark web,Non so
social_network,opzioni privacy
password,scrivo le password
phishing,controllo indirizzo,apro link
google,tutto
inviocartella,Non so
collaborazione,google docs

