Domanda,Risposte
disclaimer,Accetto
annonascita,1998
sesso,F
regione,Lombardia
cdl,LT
annocorso,2
nomecorso,scienze umanistiche per la comunicazione
ateneo,milano
anniuso,12
anniinternet,9
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Smartphone
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,buona
elaborazioneinformazioni,medio
creazionecontenuti,medio
comunicazione,avanzato
risoluzioneproblemi,medio
sicurezza,base
file_rar,Non so
creazione_pdf,salvo da word
markup,html,xml
hardware,Non so
duckduckgo,Non so
siti_affidabili,ansa,treccani
https,googlemail,unicredit
allinurl,Non so
social_network,opzioni privacy,rimozione definitiva
password,cambio password
phishing,controllo indirizzo,apro link
google,tutto,siti,non indicizzati,illegali
inviocartella,vari messaggi email
collaborazione,via email
spyware,modalita provvisoria

