Domanda,Risposte
disclaimer,
annonascita,1997
sesso,F
regione,Emilia Romagna
cdl,LT
annocorso,2
nomecorso,filosofia
ateneo,bologna
anniuso,9
anniinternet,9
interesse,N
computerpersonale,S
os,MacOS
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,S
corsoit,S
ecdl,N
espertoliceo,N
espertouniversita,S
problemi,S
competenza,insufficiente
elaborazioneinformazioni,medio
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,medio
sicurezza,base

