Domanda,Risposte
disclaimer,
annonascita,1995
sesso,F
regione,Toscana
cdl,LT
annocorso,3
nomecorso,lingue e letterature straniere
ateneo,pisa
anniuso,10
anniinternet,10
interesse,S
computerpersonale,N
os,Windows
altroos,
dispositivo,Tablet
altrodispositivo,
attivita,Studio,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,S
espertoliceo,S
espertouniversita,S
problemi,S
competenza,sufficiente
elaborazioneinformazioni,base
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,base
sicurezza,base
file_rar,Non so
creazione_pdf,Non so
markup,Non so
hardware,Non so
duckduckgo,Non so
siti_affidabili,Non so
https,Non so
allinurl,Non so
social_network,Non so
password,Non so
phishing,Non so
google,Non so
inviocartella,Non so
collaborazione,Non so
spyware,Non so

