Domanda,Risposte
disclaimer,
annonascita,1998
sesso,F
regione,Friuli Venezia Giulia
cdl,LT
annocorso,2
nomecorso,lettere moderne
ateneo,udine
anniuso,10
anniinternet,8
interesse,S
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,S
espertoliceo,S
espertouniversita,S
problemi,S
competenza,sufficiente
elaborazioneinformazioni,nessuno
creazionecontenuti,avanzato
comunicazione,avanzato
risoluzioneproblemi,nessuno
sicurezza,medio
file_rar,Non so
creazione_pdf,salvo da word
markup,Non so
hardware,hard disk
duckduckgo,motorericerca
siti_affidabili,fattoquotidaino,ansa,corrieredellasera,retenews24,treccani
https,units,googlemail,unicredit
allinurl,restringe risultati
social_network,opzioni privacy,rimozione definitiva
password,stessa password,cambio password,scrivo le password
phishing,controllo indirizzo,cestino
google,siti
inviocartella,vari messaggi email,google drive
collaborazione,via email,google docs
spyware,antimalware,altro browser

