Domanda,Risposte
disclaimer,
annonascita,1997
sesso,F
regione,Veneto
cdl,LT
annocorso,2
nomecorso,lettere
ateneo,verona
anniuso,8
anniinternet,8
interesse,N
computerpersonale,S
os,MacOS
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,N
problemi,N
competenza,sufficiente
elaborazioneinformazioni,medio
creazionecontenuti,nessuno
comunicazione,avanzato
risoluzioneproblemi,nessuno
sicurezza,nessuno

