Domanda,Risposte
disclaimer,Accetto 
annonascita,1998
sesso,F
regione,Lombardia
cdl,LT
annocorso,2
nomecorso,lettere moderne
ateneo,pavia
anniuso,8
anniinternet,8
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Svago
altroattivita,
sostituzionehardware,N
corsoit,S
ecdl,S
espertoliceo,N
espertouniversita,S
problemi,S
competenza,scarsa
elaborazioneinformazioni,avanzato
creazionecontenuti,medio
comunicazione,medio
risoluzioneproblemi,base
sicurezza,medio

