Domanda,Risposte
disclaimer,
annonascita,1999
sesso,M
regione,Toscana
cdl,LT
annocorso,1
nomecorso,comunicazione interlinguistica applicata alle professioni giuridiche
ateneo,trieste
anniuso,9
anniinternet,9
interesse,S
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro,Svago,Comunicazione
altroattivita,
sostituzionehardware,N
corsoit,N
ecdl,N
espertoliceo,S
espertouniversita,S
problemi,S
competenza,scarsa
elaborazioneinformazioni,base
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,base
sicurezza,base
file_rar,Non so
creazione_pdf,salvo da word
markup,Non so
hardware,Non so
duckduckgo,Non so
siti_affidabili,ansa,treccani
https,units,googlemail,unicredit
allinurl,Non so
social_network,tutto pubblico
password,cambio password
phishing,controllo indirizzo,cestino
google,tutto,siti,illegali
inviocartella,google drive,pendrive e posta
collaborazione,via email,google docs,wordpress
spyware,antimalware,riavvio

