Domanda,Risposte
disclaimer,
annonascita,1990
sesso,F
regione,Friuli Venezia Giulia
cdl,LT
annocorso,1
nomecorso,servizio sociale
ateneo,trieste
anniuso,15
anniinternet,15
interesse,N
computerpersonale,S
os,Windows
altroos,
dispositivo,Portatile
altrodispositivo,
attivita,Studio,Lavoro,Svago
altroattivita,
sostituzionehardware,S
corsoit,N
ecdl,N
espertoliceo,N
espertouniversita,N
problemi,N
competenza,scarsa
elaborazioneinformazioni,base
creazionecontenuti,base
comunicazione,base
risoluzioneproblemi,base
sicurezza,base
file_rar,Non so
creazione_pdf,salvo da word
markup,Non so
hardware,Non so
duckduckgo,Non so
siti_affidabili,retenews24,treccani
https,unicredit
allinurl,Non so
social_network,tutto privato
password,cambio password
phishing,controllo indirizzo
google,siti
inviocartella,cd
collaborazione,pendrive
spyware,tecnico

